Room No,Name,Roll No,Status
220,Arjun Yadav,B23CS1719,occupied
221,,,available
222,,,available
223,Kabir Reddy,B23CS1722,occupied
224,Rahul Menon,B23CS1723,occupied
225,Sneha Iyer,B23CS1724,occupied
226,Shreya Kumar,B23CS1725,occupied
227,Sneha Iyer,B23CS1726,occupied
228,Ishaan Menon,B23CS1727,occupied
229,Aman Yadav,B23CS1728,occupied
230,,,available
231,,,available
232,Nisha Jain,B23CS1731,occupied
233,Vikram Reddy,B23CS1732,occupied
234,,,available
235,Ravi Thakur,B23CS1734,occupied
236,Ravi Gupta,B23CS1735,occupied
237,Kabir Nambiar,B23CS1736,occupied
238,Arjun Yadav,B23CS1737,occupied
239,,,available
240,,,available
241,Priya Kapoor,B23CS1740,occupied
242,,,available
243,,,available
244,Sakshi Chopra,B23CS1743,occupied
245,,,available
246,,,available
247,,,available
248,,,available
249,,,available
250,,,available
251,Kiran Verma,B23CS1750,occupied
252,Meera Das,B23CS1751,occupied
253,Shreya Menon,B23CS1752,occupied
254,,,available
255,,,available
256,Kabir Reddy,B23CS1755,occupied
257,,,available
258,,,available
259,Rohan Iyer,B23CS1758,occupied
260,,,available
261,Shreya Nair,B23CS1760,occupied
262,Divya Aggarwal,B23CS1761,occupied
263,Riya Yadav,B23CS1762,occupied
264,Arjun Sharma,B23CS1763,occupied
265,,,available
266,,,available
267,Rohit Saxena,B23CS1766,occupied
268,,,available
269,,,available
270,Aarav Yadav,B23CS1769,occupied
271,,,available
272,Sneha Kumar,B23CS1771,occupied
273,Meera Chopra,B23CS1772,occupied
274,,,available
275,Sakshi Sharma,B23CS1774,occupied
276,Kiran Patel,B23CS1775,occupied
277,,,available
278,,,available
279,,,available
280,,,available
281,,,available
282,Ishaan Iyer,B23CS1781,occupied
283,,,available
284,Shreya Mehta,B23CS1783,occupied
285,Anjali Mehta,B23CS1784,occupied
286,Sakshi Saxena,B23CS1785,occupied
287,,,available
288,,,available
289,Rahul Sharma,B23CS1788,occupied
290,,,available
291,Meera Gupta,B23CS1790,occupied
292,,,available
293,Rahul Patel,B23CS1792,occupied
294,,,available
295,Sakshi Das,B23CS1794,occupied
296,,,available
297,,,available
298,,,available
299,,,available
300,Rahul Saxena,B23CS1799,occupied
