Room No,Name,Roll No,Status
181,Rohan Yadav,B23CS3880,occupied
182,Meera Menon,B23CS3881,occupied
183,,,available
184,,,available
185,Rohan Singh,B23CS3884,occupied
186,Nisha Sharma,B23CS3885,occupied
187,,,available
188,,,available
189,Aman Saxena,B23CS3888,occupied
190,,,available
191,Vikram Patel,B23CS3890,occupied
192,Ishaan Reddy,B23CS3891,occupied
193,Rohan Saxena,B23CS3892,occupied
194,Kiran Saxena,B23CS3893,occupied
195,Kabir Kapoor,B23CS3894,occupied
196,Rohit Nambiar,B23CS3895,occupied
197,Meera Kapoor,B23CS3896,occupied
198,,,available
199,Sakshi Nair,B23CS3898,occupied
200,Divya Patel,B23CS3899,occupied
201,Kiran Sharma,B23CS3900,occupied
202,,,available
203,,,available
204,Meera Reddy,B23CS3903,occupied
205,Divya Thakur,B23CS3904,occupied
206,,,available
207,,,available
208,,,available
209,,,available
210,,,available
211,,,available
212,Arjun Gupta,B23CS3911,occupied
213,,,available
214,,,available
215,Rohit Yadav,B23CS3914,occupied
216,,,available
217,Rahul Das,B23CS3916,occupied
218,,,available
219,Sneha Iyer,B23CS3918,occupied
220,Shreya Gupta,B23CS3919,occupied
221,Rohit Aggarwal,B23CS3920,occupied
222,Aman Kumar,B23CS3921,occupied
223,,,available
224,,,available
225,Riya Nambiar,B23CS3924,occupied
226,,,available
227,,,available
228,Rahul Nair,B23CS3927,occupied
229,Kiran Verma,B23CS3928,occupied
230,Divya Sharma,B23CS3929,occupied
231,Rahul Thakur,B23CS3930,occupied
232,Kabir Menon,B23CS3931,occupied
233,,,available
234,Priya Kumar,B23CS3933,occupied
235,Meera Sharma,B23CS3934,occupied
236,Divya Aggarwal,B23CS3935,occupied
237,Kiran Kapoor,B23CS3936,occupied
238,Kiran Sharma,B23CS3937,occupied
239,Shreya Sharma,B23CS3938,occupied
240,,,available
241,Ishaan Yadav,B23CS3940,occupied
242,Sneha Chopra,B23CS3941,occupied
243,,,available
244,Kabir Nair,B23CS3943,occupied
245,Rahul Saxena,B23CS3944,occupied
246,,,available
247,Sakshi Thakur,B23CS3946,occupied
248,,,available
249,Aman Sharma,B23CS3948,occupied
250,Kabir Verma,B23CS3949,occupied
251,,,available
252,Riya Nambiar,B23CS3951,occupied
253,Sneha Singh,B23CS3952,occupied
254,,,available
255,,,available
256,Anjali Thakur,B23CS3955,occupied
257,Divya Sharma,B23CS3956,occupied
258,Kiran Iyer,B23CS3957,occupied
259,Shreya Kumar,B23CS3958,occupied
260,Anjali Das,B23CS3959,occupied
261,Aarav Saxena,B23CS3960,occupied
262,,,available
263,,,available
264,Ishaan Saxena,B23CS3963,occupied
265,Shreya Kumar,B23CS3964,occupied
266,,,available
267,Ishaan Nair,B23CS3966,occupied
268,,,available
269,,,available
270,Vikram Thakur,B23CS3969,occupied
271,,,available
272,,,available
273,Aman Nair,B23CS3972,occupied
274,,,available
275,Kiran Thakur,B23CS3974,occupied
276,Rohan Verma,B23CS3975,occupied
277,,,available
278,,,available
279,Meera Yadav,B23CS3978,occupied
280,Riya Das,B23CS3979,occupied
281,Meera Reddy,B23CS3980,occupied
282,Nisha Nair,B23CS3981,occupied
283,,,available
284,Anjali Patel,B23CS3983,occupied
285,Nisha Kumar,B23CS3984,occupied
286,,,available
287,Aarav Sharma,B23CS3986,occupied
288,,,available
289,Rohit Yadav,B23CS3988,occupied
290,Aman Mehta,B23CS3989,occupied
291,,,available
292,,,available
293,,,available
294,Shreya Kumar,B23CS3993,occupied
295,Priya Saxena,B23CS3994,occupied
296,Sneha Kapoor,B23CS3995,occupied
297,Riya Das,B23CS3996,occupied
298,,,available
299,Anjali Das,B23CS3998,occupied
300,Divya Jain,B23CS3999,occupied
