Room No,Name,Roll No,Status
208,Aarav Patel,B23CS2107,occupied
209,,,available
210,Arjun Chopra,B23CS2109,occupied
211,,,available
212,,,available
213,,,available
214,,,available
215,Rahul Gupta,B23CS2114,occupied
216,Rahul Kumar,B23CS2115,occupied
217,,,available
218,Meera Singh,B23CS2117,occupied
219,Rohit Patel,B23CS2118,occupied
220,Meera Kapoor,B23CS2119,occupied
221,Sneha Sharma,B23CS2120,occupied
222,,,available
223,Ishaan Thakur,B23CS2122,occupied
224,,,available
225,Vikram Thakur,B23CS2124,occupied
226,,,available
227,Rohan Menon,B23CS2126,occupied
228,Aarav Das,B23CS2127,occupied
229,Aarav Verma,B23CS2128,occupied
230,Nisha Jain,B23CS2129,occupied
231,Kiran Kapoor,B23CS2130,occupied
232,Kiran Verma,B23CS2131,occupied
233,Vikram Nambiar,B23CS2132,occupied
234,Riya Thakur,B23CS2133,occupied
235,,,available
236,,,available
237,,,available
238,Rohan Gupta,B23CS2137,occupied
239,Rohan Menon,B23CS2138,occupied
240,Arjun Mehta,B23CS2139,occupied
241,,,available
242,,,available
243,,,available
244,,,available
245,Meera Patel,B23CS2144,occupied
246,,,available
247,Aman Menon,B23CS2146,occupied
248,,,available
249,Meera Verma,B23CS2148,occupied
250,,,available
251,Vikram Nambiar,B23CS2150,occupied
252,,,available
253,,,available
254,Aman Das,B23CS2153,occupied
255,,,available
256,Nisha Menon,B23CS2155,occupied
257,,,available
258,,,available
259,,,available
260,Arjun Reddy,B23CS2159,occupied
261,,,available
262,,,available
263,,,available
264,Rohit Yadav,B23CS2163,occupied
265,Arjun Saxena,B23CS2164,occupied
266,Anjali Nambiar,B23CS2165,occupied
267,,,available
268,Vikram Singh,B23CS2167,occupied
269,Riya Singh,B23CS2168,occupied
270,Ravi Kapoor,B23CS2169,occupied
271,Priya Sharma,B23CS2170,occupied
272,,,available
273,,,available
274,Vikram Saxena,B23CS2173,occupied
275,,,available
276,Kabir Reddy,B23CS2175,occupied
277,,,available
278,Riya Das,B23CS2177,occupied
279,,,available
280,Vikram Gupta,B23CS2179,occupied
281,Divya Reddy,B23CS2180,occupied
282,Divya Saxena,B23CS2181,occupied
283,Rohan Yadav,B23CS2182,occupied
284,Meera Verma,B23CS2183,occupied
285,,,available
286,,,available
287,Aman Singh,B23CS2186,occupied
288,Kiran Thakur,B23CS2187,occupied
289,,,available
290,,,available
291,Nisha Mehta,B23CS2190,occupied
292,,,available
293,Aman Sharma,B23CS2192,occupied
294,,,available
295,,,available
296,,,available
297,Priya Nambiar,B23CS2196,occupied
298,Kabir Sharma,B23CS2197,occupied
299,Aarav Kapoor,B23CS2198,occupied
300,,,available
